# ==================================================
# ALUMNI DATA - CSE 2015
# ==================================================

AL2015CSE001,Kiran Gupta,CSE,2015,9000000001,alumni1@alumni.cit.edu
AL2015CSE002,Tushar Patel,CSE,2015,9000000002,alumni2@alumni.cit.edu
AL2015CSE003,Vikash Garg,CSE,2015,9000000003,alumni3@alumni.cit.edu
AL2015CSE004,Sneha Garg,CSE,2015,9000000004,alumni4@alumni.cit.edu
AL2015CSE005,Gaurav Soni,CSE,2015,9000000005,alumni5@alumni.cit.edu
AL2015CSE006,Sunil Sahu,CSE,2015,9000000006,alumni6@alumni.cit.edu
AL2015CSE007,Gaurav Mishra,CSE,2015,9000000007,alumni7@alumni.cit.edu
AL2015CSE008,Rohan Bose,CSE,2015,9000000008,alumni8@alumni.cit.edu
AL2015CSE009,Meera Soni,CSE,2015,9000000009,alumni9@alumni.cit.edu
AL2015CSE010,Sneha Patel,CSE,2015,9000000010,alumni10@alumni.cit.edu
AL2015CSE011,Sunil Sharma,CSE,2015,9000000011,alumni11@alumni.cit.edu
AL2015CSE012,Vikash Mishra,CSE,2015,9000000012,alumni12@alumni.cit.edu
AL2015CSE013,Vikash Garg,CSE,2015,9000000013,alumni13@alumni.cit.edu
AL2015CSE014,Rohan Garg,CSE,2015,9000000014,alumni14@alumni.cit.edu
AL2015CSE015,Sachin Verma,CSE,2015,9000000015,alumni15@alumni.cit.edu
AL2015CSE016,Gaurav Mishra,CSE,2015,9000000016,alumni16@alumni.cit.edu
AL2015CSE017,Divya Kapoor,CSE,2015,9000000017,alumni17@alumni.cit.edu
AL2015CSE018,Aman Mishra,CSE,2015,9000000018,alumni18@alumni.cit.edu
AL2015CSE019,Pallavi Tripathi,CSE,2015,9000000019,alumni19@alumni.cit.edu
AL2015CSE020,Vikash Pandey,CSE,2015,9000000020,alumni20@alumni.cit.edu
AL2015CSE021,Sunil Mishra,CSE,2015,9000000021,alumni21@alumni.cit.edu
AL2015CSE022,Rohan Soni,CSE,2015,9000000022,alumni22@alumni.cit.edu
AL2015CSE023,Sunil Patel,CSE,2015,9000000023,alumni23@alumni.cit.edu
AL2015CSE024,Kiran Joshi,CSE,2015,9000000024,alumni24@alumni.cit.edu
AL2015CSE025,Meera Garg,CSE,2015,9000000025,alumni25@alumni.cit.edu
AL2015CSE026,Sunil Tripathi,CSE,2015,9000000026,alumni26@alumni.cit.edu
AL2015CSE027,Harsh Garg,CSE,2015,9000000027,alumni27@alumni.cit.edu
AL2015CSE028,Sunil Pandey,CSE,2015,9000000028,alumni28@alumni.cit.edu
AL2015CSE029,Shruti Tripathi,CSE,2015,9000000029,alumni29@alumni.cit.edu
AL2015CSE030,Kiran Bose,CSE,2015,9000000030,alumni30@alumni.cit.edu
AL2015CSE031,Divya Yadav,CSE,2015,9000000031,alumni31@alumni.cit.edu
AL2015CSE032,Anita Garg,CSE,2015,9000000032,alumni32@alumni.cit.edu
AL2015CSE033,Meera Bose,CSE,2015,9000000033,alumni33@alumni.cit.edu
AL2015CSE034,Meera Joshi,CSE,2015,9000000034,alumni34@alumni.cit.edu
AL2015CSE035,Gaurav Kapoor,CSE,2015,9000000035,alumni35@alumni.cit.edu
AL2015CSE036,Kiran Patel,CSE,2015,9000000036,alumni36@alumni.cit.edu
AL2015CSE037,Kiran Joshi,CSE,2015,9000000037,alumni37@alumni.cit.edu
AL2015CSE038,Sachin Tripathi,CSE,2015,9000000038,alumni38@alumni.cit.edu
AL2015CSE039,Pallavi Tripathi,CSE,2015,9000000039,alumni39@alumni.cit.edu
AL2015CSE040,Divya Kapoor,CSE,2015,9000000040,alumni40@alumni.cit.edu
AL2015CSE041,Aman Tripathi,CSE,2015,9000000041,alumni41@alumni.cit.edu
AL2015CSE042,Rohan Tripathi,CSE,2015,9000000042,alumni42@alumni.cit.edu
AL2015CSE043,Meera Rawat,CSE,2015,9000000043,alumni43@alumni.cit.edu
AL2015CSE044,Sneha Rawat,CSE,2015,9000000044,alumni44@alumni.cit.edu
AL2015CSE045,Harsh Bose,CSE,2015,9000000045,alumni45@alumni.cit.edu
AL2015CSE046,Sunil Patel,CSE,2015,9000000046,alumni46@alumni.cit.edu
AL2015CSE047,Pallavi Sharma,CSE,2015,9000000047,alumni47@alumni.cit.edu
AL2015CSE048,Sunil Joshi,CSE,2015,9000000048,alumni48@alumni.cit.edu
AL2015CSE049,Shruti Patel,CSE,2015,9000000049,alumni49@alumni.cit.edu
AL2015CSE050,Shruti Yadav,CSE,2015,9000000050,alumni50@alumni.cit.edu
AL2015CSE051,Rahul Bose,CSE,2015,9000000051,alumni51@alumni.cit.edu
AL2015CSE052,Sachin Verma,CSE,2015,9000000052,alumni52@alumni.cit.edu
AL2015CSE053,Divya Mishra,CSE,2015,9000000053,alumni53@alumni.cit.edu
AL2015CSE054,Arjun Tripathi,CSE,2015,9000000054,alumni54@alumni.cit.edu
AL2015CSE055,Priya Bose,CSE,2015,9000000055,alumni55@alumni.cit.edu
AL2015CSE056,Pallavi Kapoor,CSE,2015,9000000056,alumni56@alumni.cit.edu
AL2015CSE057,Kiran Rawat,CSE,2015,9000000057,alumni57@alumni.cit.edu
AL2015CSE058,Neha Tripathi,CSE,2015,9000000058,alumni58@alumni.cit.edu
AL2015CSE059,Meera Yadav,CSE,2015,9000000059,alumni59@alumni.cit.edu
AL2015CSE060,Aman Garg,CSE,2015,9000000060,alumni60@alumni.cit.edu
AL2015CSE061,Neha Pandey,CSE,2015,9000000061,alumni61@alumni.cit.edu
AL2015CSE062,Arjun Yadav,CSE,2015,9000000062,alumni62@alumni.cit.edu
AL2015CSE063,Rahul Bose,CSE,2015,9000000063,alumni63@alumni.cit.edu
AL2015CSE064,Anita Gupta,CSE,2015,9000000064,alumni64@alumni.cit.edu
AL2015CSE065,Kiran Sharma,CSE,2015,9000000065,alumni65@alumni.cit.edu
AL2015CSE066,Gaurav Tripathi,CSE,2015,9000000066,alumni66@alumni.cit.edu
AL2015CSE067,Sunil Sahu,CSE,2015,9000000067,alumni67@alumni.cit.edu
AL2015CSE068,Tushar Patel,CSE,2015,9000000068,alumni68@alumni.cit.edu
AL2015CSE069,Sachin Yadav,CSE,2015,9000000069,alumni69@alumni.cit.edu
AL2015CSE070,Arjun Verma,CSE,2015,9000000070,alumni70@alumni.cit.edu
AL2015CSE071,Shivani Tripathi,CSE,2015,9000000071,alumni71@alumni.cit.edu
AL2015CSE072,Harsh Tripathi,CSE,2015,9000000072,alumni72@alumni.cit.edu
AL2015CSE073,Aman Yadav,CSE,2015,9000000073,alumni73@alumni.cit.edu
AL2015CSE074,Tushar Bose,CSE,2015,9000000074,alumni74@alumni.cit.edu
AL2015CSE075,Rohan Sharma,CSE,2015,9000000075,alumni75@alumni.cit.edu
AL2015CSE076,Gaurav Bose,CSE,2015,9000000076,alumni76@alumni.cit.edu
AL2015CSE077,Shruti Bose,CSE,2015,9000000077,alumni77@alumni.cit.edu
AL2015CSE078,Divya Bose,CSE,2015,9000000078,alumni78@alumni.cit.edu
AL2015CSE079,Rohan Sahu,CSE,2015,9000000079,alumni79@alumni.cit.edu
AL2015CSE080,Arjun Verma,CSE,2015,9000000080,alumni80@alumni.cit.edu
AL2015CSE081,Priya Mishra,CSE,2015,9000000081,alumni81@alumni.cit.edu
AL2015CSE082,Harsh Mishra,CSE,2015,9000000082,alumni82@alumni.cit.edu
AL2015CSE083,Kiran Gupta,CSE,2015,9000000083,alumni83@alumni.cit.edu
AL2015CSE084,Vikash Kapoor,CSE,2015,9000000084,alumni84@alumni.cit.edu
AL2015CSE085,Meera Rawat,CSE,2015,9000000085,alumni85@alumni.cit.edu
AL2015CSE086,Sunil Bose,CSE,2015,9000000086,alumni86@alumni.cit.edu
AL2015CSE087,Vikash Sharma,CSE,2015,9000000087,alumni87@alumni.cit.edu
AL2015CSE088,Tushar Soni,CSE,2015,9000000088,alumni88@alumni.cit.edu
AL2015CSE089,Sunil Soni,CSE,2015,9000000089,alumni89@alumni.cit.edu
AL2015CSE090,Kiran Garg,CSE,2015,9000000090,alumni90@alumni.cit.edu
AL2015CSE091,Vikash Soni,CSE,2015,9000000091,alumni91@alumni.cit.edu
AL2015CSE092,Neha Garg,CSE,2015,9000000092,alumni92@alumni.cit.edu
AL2015CSE093,Meera Patel,CSE,2015,9000000093,alumni93@alumni.cit.edu
AL2015CSE094,Arjun Verma,CSE,2015,9000000094,alumni94@alumni.cit.edu
AL2015CSE095,Sachin Verma,CSE,2015,9000000095,alumni95@alumni.cit.edu
AL2015CSE096,Priya Kapoor,CSE,2015,9000000096,alumni96@alumni.cit.edu
AL2015CSE097,Sunil Tripathi,CSE,2015,9000000097,alumni97@alumni.cit.edu
AL2015CSE098,Sunil Gupta,CSE,2015,9000000098,alumni98@alumni.cit.edu
AL2015CSE099,Gaurav Kapoor,CSE,2015,9000000099,alumni99@alumni.cit.edu
AL2015CSE100,Shruti Soni,CSE,2015,9000000100,alumni100@alumni.cit.edu
AL2015CSE101,Divya Soni,CSE,2015,9000000101,alumni101@alumni.cit.edu
AL2015CSE102,Harsh Gupta,CSE,2015,9000000102,alumni102@alumni.cit.edu
AL2015CSE103,Vikash Mishra,CSE,2015,9000000103,alumni103@alumni.cit.edu
AL2015CSE104,Arjun Joshi,CSE,2015,9000000104,alumni104@alumni.cit.edu
AL2015CSE105,Harsh Mishra,CSE,2015,9000000105,alumni105@alumni.cit.edu
AL2015CSE106,Anita Gupta,CSE,2015,9000000106,alumni106@alumni.cit.edu
AL2015CSE107,Arjun Sharma,CSE,2015,9000000107,alumni107@alumni.cit.edu
AL2015CSE108,Priya Sahu,CSE,2015,9000000108,alumni108@alumni.cit.edu
AL2015CSE109,Harsh Soni,CSE,2015,9000000109,alumni109@alumni.cit.edu
AL2015CSE110,Anita Yadav,CSE,2015,9000000110,alumni110@alumni.cit.edu
AL2015CSE111,Kiran Bose,CSE,2015,9000000111,alumni111@alumni.cit.edu
AL2015CSE112,Shruti Verma,CSE,2015,9000000112,alumni112@alumni.cit.edu
AL2015CSE113,Sachin Garg,CSE,2015,9000000113,alumni113@alumni.cit.edu
AL2015CSE114,Sneha Soni,CSE,2015,9000000114,alumni114@alumni.cit.edu
AL2015CSE115,Gaurav Patel,CSE,2015,9000000115,alumni115@alumni.cit.edu
AL2015CSE116,Sunil Garg,CSE,2015,9000000116,alumni116@alumni.cit.edu
AL2015CSE117,Shruti Sharma,CSE,2015,9000000117,alumni117@alumni.cit.edu
AL2015CSE118,Aman Bose,CSE,2015,9000000118,alumni118@alumni.cit.edu
AL2015CSE119,Harsh Gupta,CSE,2015,9000000119,alumni119@alumni.cit.edu
AL2015CSE120,Meera Bose,CSE,2015,9000000120,alumni120@alumni.cit.edu


# ==================================================
# ALUMNI DATA - EEE 2015
# ==================================================

AL2015EEE001,Divya Sharma,EEE,2015,9000000121,alumni121@alumni.cit.edu
AL2015EEE002,Vikash Verma,EEE,2015,9000000122,alumni122@alumni.cit.edu
AL2015EEE003,Sneha Mishra,EEE,2015,9000000123,alumni123@alumni.cit.edu
AL2015EEE004,Tushar Verma,EEE,2015,9000000124,alumni124@alumni.cit.edu
AL2015EEE005,Anita Bose,EEE,2015,9000000125,alumni125@alumni.cit.edu
AL2015EEE006,Gaurav Sahu,EEE,2015,9000000126,alumni126@alumni.cit.edu
AL2015EEE007,Shivani Patel,EEE,2015,9000000127,alumni127@alumni.cit.edu
AL2015EEE008,Shruti Rawat,EEE,2015,9000000128,alumni128@alumni.cit.edu
AL2015EEE009,Neha Pandey,EEE,2015,9000000129,alumni129@alumni.cit.edu
AL2015EEE010,Gaurav Pandey,EEE,2015,9000000130,alumni130@alumni.cit.edu
AL2015EEE011,Neha Rawat,EEE,2015,9000000131,alumni131@alumni.cit.edu
AL2015EEE012,Sunil Verma,EEE,2015,9000000132,alumni132@alumni.cit.edu
AL2015EEE013,Vikash Sharma,EEE,2015,9000000133,alumni133@alumni.cit.edu
AL2015EEE014,Sneha Gupta,EEE,2015,9000000134,alumni134@alumni.cit.edu
AL2015EEE015,Meera Pandey,EEE,2015,9000000135,alumni135@alumni.cit.edu
AL2015EEE016,Arjun Bose,EEE,2015,9000000136,alumni136@alumni.cit.edu
AL2015EEE017,Shruti Patel,EEE,2015,9000000137,alumni137@alumni.cit.edu
AL2015EEE018,Meera Rawat,EEE,2015,9000000138,alumni138@alumni.cit.edu
